
Full Link Report

Report Save Time: 2024-10-04 09:00:31   |   End Date: 2024-10-04 00:00:00

Link Name,Site A Name,Site A Location,Site A IP,Site A Physical Port,Site Z Name,Site Z Location,Site Z IP,Site Z Physical Port,Link Configuration,Site A Radio,Site Z Radio,Site A Tx Freq [MHz],Site Z Tx Freq [MHz],Site A Tx Freq Min [MHz],Site Z Tx Freq Min [MHz],Site A Tx Freq Max [MHz],Site Z Tx Freq Max [MHz],ATPC,Site A Radio Link ID,Site Z Radio Link ID,Site A Max Power (Preset) [dBm],Site Z Max Power (Preset) [dBm],Site A Tx Power (Current) [dBm],Site Z Tx Power (Current) [dBm],Site A Rx Level (Current) [dBm],Site Z Rx Level (Current) [dBm],Site A Max Tx Power (Last 24 h) [dBm],Site Z Max Tx Power (Last 24 h) [dBm],Site A Min Tx Power (Last 24 h) [dBm],Site Z Min Tx Power (Last 24 h) [dBm],Site A Max Rx Level (Last 24 h) [dBm],Site Z Max Rx Level (Last 24 h) [dBm],Site A Min Rx Level (Last 24 h) [dBm],Site Z Min Rx Level (Last 24 h) [dBm],Site A Radio Script,Site Z Radio Script,MRMC Script Operational Mode,MRMC Script Profile,MRMC Script Maximum Profile,MRMC Script Minimum Profile,Site A MRMC Threshold 1,Site Z MRMC Threshold 1,Site A MRMC Threshold 2,Site Z MRMC Threshold 2,Site A Above MRMC Threshold 1 (Last 24 h) [sec],Site Z Above MRMC Threshold 1 (Last 24 h) [sec],Site A Below MRMC Threshold 1 (Last 24 h) [sec],Site Z Below MRMC Threshold 1 (Last 24 h) [sec],Site A Below MRMC Threshold 2 (Last 24 h) [sec],Site Z Below MRMC Threshold 2 (Last 24 h) [sec],Site A Radio Script Max Capacity [Mb/s],Site Z Radio Script Max Capacity [Mb/s],Site A Max HW Radio Capacity [Mb/s],Site Z Max HW Radio Capacity [Mb/s],Total Link Supported Capacity [Mb/s],Site A Max Ethernet Capacity [Mb/s],Site Z Max Ethernet Capacity [Mb/s],Site A Peak Capacity (Last 24 h) [Mb/s],Site Z Peak Capacity (Last 24 h) [Mb/s],Site A Avg Capacity (Last 24 h) [Mb/s],Site Z Avg Capacity (Last 24 h) [Mb/s],Site A Capacity Exceeded (Last 24 h) [sec],Site Z Capacity Exceeded (Last 24 h) [sec],Site A Peak Throughput (Last 24 h) [Mb/s],Site Z Peak Throughput (Last 24 h) [Mb/s],Site A Avg Throughput (Last 24 h) [Mb/s],Site Z Avg Throughput (Last 24 h) [Mb/s],Site A Min Throughput (Last 24 h) [Mb/s],Site Z Min Throughput (Last 24 h) [Mb/s],Site A Throughput Exceeded (Last 24 h) [sec],Site Z Throughput Exceeded (Last 24 h) [sec],Site A Peak Utilization (Last 24 h) [%],Site Z Peak Utilization (Last 24 h) [%],Site A Avg Utilization (Last 24 h) [%],Site Z Avg Utilization (Last 24 h) [%],Site A Utilization Threshold 1,Site Z Utilization Threshold 1,Site A Utilization Threshold 2,Site Z Utilization Threshold 2,Site A Utilization Threshold 3,Site Z Utilization Threshold 3,Site A Exceeding Utilization Threshold 1 (Last 24 h) [sec],Site Z Exceeding Utilization Threshold 1 (Last 24 h) [sec],Site A Exceeding Utilization Threshold 2 (Last 24 h) [sec],Site Z Exceeding Utilization Threshold 2 (Last 24 h) [sec],Site A Exceeding Utilization Threshold 3 (Last 24 h) [sec],Site Z Exceeding Utilization Threshold 3 (Last 24 h) [sec],Site A Below Utilization Threshold 3 (Last 24 h) [sec],Site Z Below Utilization Threshold 3 (Last 24 h) [sec],Site A Max E1/T1,Site Z Max E1/T1,Site A Active E1/T1,Site Z Active E1/T1,Site A E1/T1 Utilization [%],Site Z E1/T1 Utilization [%],Site A Frame Error Rate (Last 24 h) [%],Site Z Frame Error Rate (Last 24 h) [%]
"INKA000628_KBAN_I_C_I2C3 - INKA002005_KBAN_I_C_I2C1","INKA000628_KBAN_I_C_I2C3","INKA000628","2402:8100:4000:0:0:f:1f00:165","Slot 2 / Port 1","INKA002005_KBAN_I_C_I2C1","INKA002005","2402:8100:4000:0:0:f:1f00:164","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14767","15187","14697","15117","14921","15341","Disable","1","1","18","18","7","7","-28","-29","7","7","7","7","-27","-28","-30","-31","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","176","47","3","0","0","0","173","46","3","0","0","0","0","0","35","9","0","0","0","0","0","0","0","0","0","0","25503","945","0","0","60896","85454","135","135","0","0","0","0","0","0"
"INKA001376_KBAN_I_C_I2C2 - INKA009251_KBAN_I_C_I2C1","INKA001376_KBAN_I_C_I2C2","INKA001376","2402:8100:4000:0:0:f:1f00:2b45","Slot 2 / Port 1","INKA009251_KBAN_I_C_I2C1","INKA009251\","2402:8100:4000:0:0:f:1f00:2b44","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14907","15327","14697","15117","14921","15341","Disable","1","1","18","18","2","2","-32","-32","2","2","2","2","-31","-31","-35","-36","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","86399","86399","135","135","0","0","0","0","0","0"
"INKL013463_MUKK_I_C_I2C1 - INKL061332_KDLY_I_C_I2C1","INKL013463_MUKK_I_C_I2C1","INKL013463","2402:8100:4000:0:0:1:1f40:13","Slot 2 / Port 1","INKL061332_KDLY_I_C_I2C1","INKL061332","2402:8100:4000:0:0:1:1f40:12","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14893","15313","14697","15117","14921","15341","Disable","1","1","20","20","11","11","-32","-32","11","11","11","11","-31","-32","-33","-33","mdN_A5656X_121_1502","mdN_A5656X_121_1502","Adaptive","N/A","9","0","0","0","0","0","86399","86399","0","0","0","0","489.311","489.311","672.601","672.601","672.601","464.85","464.85","79","464","30","235","0","0","75","456","28","231","0","6","0","0","8","49","2","24","0","0","0","0","0","0","0","0","83956","86395","0","0","2443","4","258","258","0","0","0","0","0","0"
"INKA000166_KBAN_I_C_I2C1 - INKA001322_KBAN_I_C_I2C2","INKA000166_KBAN_I_C_I2C1","INKA000166","2402:8100:4000:0:0:f:1f00:547","Slot 2 / Port 2","INKA001322_KBAN_I_C_I2C2","INKA001322","2402:8100:4000:0:0:f:1f00:546","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14767","15187","14697","15117","14921","15341","Disable","1","1","18","18","2","2","-29","-31","2","2","2","2","-28","-30","-35","-36","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86400","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","226.72","56","201","3","36","0","81788","54","198","2","35","0","0","0","81461","11","41","0","6","0","0","0","0","0","0","0","0","33748","76873","0","0","52652","9526","135","125","0","0","0","0","0","0"
"INKL039136_TMEC_I_C_I2C1 - INKL020587_TMEC_I_C_I2C2","INKL039136_TMEC_I_C_I2C1","INKL039136","2402:8100:4000:0:0:1:1f40:ec5","Slot 2 / Port 2","INKL020587_TMEC_I_C_I2C2","INKL020587","2402:8100:4000:0:0:1:1f40:ec4","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","15327","14907","15117","14697","15341","14921","Disable","1","1","20","20","17","17","-31","-30","17","17","17","17","-31","-30","-32","-32","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","7","0","0","0","0","0","86400","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","200.96","200.96","62","243","5","50","0","0","60","239","4","49","0","0","0","0","15","60","0","11","0","100","0","0","0","0","0","0","64154","83417","0","0","22246","2982","111","111","0","0","0","0","0","0"
"INKL073239_CHEN_I_C_I2C1 - IDKL104980_PAND_I_C_I2C1","INKL073239_CHEN_I_C_I2C1","INKL073239","2402:8100:4000:0:0:1:1f40:1431","Slot 2 / Port 1","IDKL104980_PAND_I_C_I2C1","IDKL104980","2402:8100:4000:0:0:1:1f40:1430","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14907","15327","14711","15131","14907","15327","Disable","1","1","20","20","18","18","-34","-34","18","18","18","18","-33","-33","-35","-35","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","8","0","0","0","0","0","86400","86400","0","0","0","0","243.123","243.123","672.601","672.601","672.601","213.6","213.6","50","257","7","71","0","0","49","252","7","69","0","0","0","0","11","59","1","15","100","100","0","0","0","0","0","0","68856","83983","0","0","17544","2417","118","118","0","0","0","0","0","0"
"INKA009320_KBAN_I_C_I2C1 - INKA000087_KBAN_I_C_I2C1","INKA009320_KBAN_I_C_I2C1","N/A","2402:8100:4000:0:0:f:1f00:43","Slot 2 / Port 1","INKA000087_KBAN_I_C_I2C1","N/A","2402:8100:4000:0:0:f:1f00:42","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14767","15187","14697","15117","14921","15341","Disable","1","1","18","18","11","11","-28","-32","11","11","11","11","-27","-30","-30","-33","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86400","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","94","370","16","136","0","0","91","364","15","133","0","0","0","0","19","75","2","26","0","0","0","0","0","0","0","0","77497","86239","0","0","8902","161","135","135","0","0","0","0","0","0"
"INKA004282_KBAN_I_C_I2C1 - INKA204396_KBAN_I_C_I2C1","INKA004282_KBAN_I_C_I2C1","INKA004282","2402:8100:4000:0:0:f:1f00:1e4","Slot 2 / Port 2","INKA204396_KBAN_I_C_I2C1","INKA000846","2402:8100:4000:0:0:f:1f00:1e3","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","15327","14907","15117","14697","15341","14921","Disable","1","1","18","18","15","15","-29","-28","15","15","15","15","-29","-28","-35","-34","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","0","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","62","150","10","70","0","0","60","148","9","68","0","0","0","0","12","30","1","13","0","100","0","0","0","0","0","0","72714","0","0","0","13685","0","135","135","0","0","0","0","0","0"
"INKA007341_KMYS_I_C_I2C1 - INKA002761_KMYS_I_C_I2C1","INKA007341_KMYS_I_C_I2C1","INKA007341","2402:8100:4000:0:0:f:1f00:943","Slot 2 / Port 2","INKA002761_KMYS_I_C_I2C1","INKA002761","2402:8100:4000:0:0:f:1f00:942","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","21294","22526","21200","22400","21800","23020","Disable","1","1","16","20","10","15","-30","-35","10","15","10","15","-29","-34","-45","-49","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Mismatch! Adaptive ::: Fixed","Mismatch!  ::: 0","Mismatch! 10 ::: ","Mismatch! 0 ::: ","0","0","0","0","86399","86400","0","0","0","0","243.123","243.123","672.601","672.601","672.601","40.97","40.97","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","86399","86400","22","22","0","0","0","0","0","0"
"INKA004880_KBAN_I_C_I2C1 - INKA002923_KBAN_I_C_I2C2","INKA004880_KBAN_I_C_I2C1","INKA004880","2402:8100:4000:0:0:f:1f00:430","Slot 2 / Port 2","INKA002923_KBAN_I_C_I2C2","INKA002923","2402:8100:4000:0:0:f:1f00:42f","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","15159","14739","15117","14697","15341","14921","Disable","1","1","18","18","2","2","-31","-29","2","2","2","2","-30","-29","-34","-33","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86400","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","42","177","0","12","0","0","41","174","0","12","0","0","0","0","8","36","0","1","0","0","0","0","0","0","0","0","2467","63704","0","0","83933","22695","135","135","0","0","0","0","0","0"
"INKL302448_PONN_I_C_I2C1 - IDKL101534_PONN_I_C_I2C2","INKL302448_PONN_I_C_I2C1","INKL302448","2402:8100:4000:0:0:1:1f40:c08","Slot 2 / Port 1","IDKL101534_PONN_I_C_I2C2","INKL101534","2402:8100:4000:0:0:1:1f40:c07","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14879","15299","14697","15117","14921","15341","Disable","1","1","20","20","10","10","-40","-39","10","10","10","10","-39","-38","-40","-39","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","7","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","200.96","200.96","45","217","5","65","0","0","44","214","5","64","0","0","0","0","11","53","0","15","0","0","0","0","0","0","0","0","62842","83749","0","0","23557","2650","111","111","0","0","0","0","0","0"
"IDKL103779_MAYY_I_C_I2C1 - INKL012357_MAYY_I_C_I2C1","IDKL103779_MAYY_I_C_I2C1","IDKL103779","2402:8100:4000:0:0:1:1f40:b91","Slot 2 / Port 2","INKL012357_MAYY_I_C_I2C1","INKL012357","2402:8100:4000:0:0:1:1f40:b90","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14963","14543","14921","14501","15145","14725","Disable","1","1","18","18","16","16","-29","-29","16","16","16","16","-28","-28","-30","-31","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","87","423","15","131","0","0","83","416","13","128","0","0","0","0","17","86","2","25","0","0","0","0","0","0","0","0","75097","84962","0","0","11302","1437","135","135","0","0","0","0","0","0"
"INKA008262_KMYS_I_C_I2C1 - INKA008313_KMYS_I_C_I2C2","INKA008262_KMYS_I_C_I2C1","INKA008262","2402:8100:4000:0:0:f:1f00:25e5","Slot 2 / Port 1","INKA008313_KMYS_I_C_I2C2","INKA008313","2402:8100:4000:0:0:f:1f00:25e4","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14767","15187","14697","15117","14921","15341","Disable","1","1","18","18","11","11","-34","-35","11","11","11","11","-32","-34","-44","-45","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86400","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","200.96","43","172","1","22","0","0","42","170","1","22","0","0","0","0","9","35","0","3","100","0","0","0","0","0","0","0","10367","76293","0","0","76033","10106","135","111","0","0","0","0","0","0"
"INKA006126_KBAN_I_C_I2C1 - INKA201120_KBAN_I_C_I2C2","INKA006126_KBAN_I_C_I2C1","INKA006126","2402:8100:4000:0:0:f:1f00:2e43","Slot 2 / Port 1","INKA201120_KBAN_I_C_I2C2","INKA201120","2402:8100:4000:0:0:f:1f00:2e42","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14739","15159","14697","15117","14921","15341","Disable","1","1","18","18","6","6","-33","-33","6","6","6","6","-32","-33","-35","-36","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","171","40","21","3","0","0","168","39","21","3","0","0","0","0","35","8","3","0","100","100","0","0","0","0","0","0","76270","34459","0","0","10129","51940","135","135","0","0","0","0","0","0"
"INKA205255_KBAN_I_C_I2C1 - IDKA106086_KBAN_I_C_I2C3","INKA205255_KBAN_I_C_I2C1","INKA205255","2402:8100:4000:0:0:f:1f00:2a08","Slot 2 / Port 2","IDKA106086_KBAN_I_C_I2C3","IDKA106086","2402:8100:4000:0:0:f:1f00:2a06","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14907","15327","14697","15117","14921","15341","Disable","1","1","18","18","15","15","-33","-33","15","15","15","15","-32","-33","-34","-35","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","47","143","0","12","0","0","46","141","0","12","0","0","0","0","9","29","0","1","0","0","0","0","0","0","0","0","1143","61527","0","0","85256","24872","135","135","0","0","0","0","0","0"
"INKA006018_KBAN_I_C_I2C1 - INKA001258_KBAN_I_C_I2C1","INKA006018_KBAN_I_C_I2C1","INKA006018","2402:8100:4000:0:0:f:1f00:23c3","Slot 2 / Port 2","INKA001258_KBAN_I_C_I2C1","INKA001258","2402:8100:4000:0:0:f:1f00:23c2","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14767","15187","14697","15117","14921","15341","Disable","1","1","18","18","8","8","-30","-28","8","8","8","8","-29","-28","-33","-31","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","238","57","47","5","0","0","235","56","46","4","0","0","0","0","48","11","8","0","0","0","0","0","0","0","0","0","83862","55187","0","0","2537","31212","135","135","0","0","0","0","0","0"
"INKL202246_MOOK_I_C_I2C1 - INKL076741_MOOK_I_C_I2C2","INKL202246_MOOK_I_C_I2C1","INKL202246","2402:8100:4000:0:0:1:1f40:705","Slot 2 / Port 2","INKL076741_MOOK_I_C_I2C2","INKL076741","2402:8100:4000:0:0:1:1f40:704","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","15299","14879","15117","14697","15341","14921","Disable","1","1","18","18","12","12","-31","-31","12","12","12","12","-30","-30","-32","-31","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86400","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","31","245","6","63","0","0","30","241","6","62","0","0","0","0","6","50","0","12","0","0","0","0","0","0","0","0","61651","83956","0","0","24749","2443","135","135","0","0","0","0","0","0"
"INKA008348_KBAN_I_C_I2C1 - INKA007283_KBAN_I_C_I2C1","INKA008348_KBAN_I_C_I2C1","INKA008348","2402:8100:4000:0:0:f:1f00:ae7","Slot 2 / Port 1","INKA007283_KBAN_I_C_I2C1","INKA007283","2402:8100:4000:0:0:f:1f00:ae6","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14739","15159","14697","15117","14921","15341","Disable","1","1","18","18","4","4","-31","-30","4","4","4","4","-30","-29","-33","-32","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","280","66","50","5","0","0","275","64","49","4","0","0","0","0","57","13","9","0","0","0","0","0","0","0","0","0","83698","56219","0","0","2701","30180","135","135","0","0","0","0","0","0"
"IDKL106220_GOPA_I_C_I2C1 - IDKL100496_GOPA_I_C_I2C1","IDKL106220_GOPA_I_C_I2C1","IDKL106220","2402:8100:4000:0:0:1:1f40:1c61","Slot 2 / Port 2","IDKL100496_GOPA_I_C_I2C1","IDKL100496","2402:8100:4000:0:0:1:1f40:1c60","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","15299","14879","15117","14697","15341","14921","Disable","1","1","20","20","18","18","-29","-29","18","18","18","18","-28","-28","-30","-30","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","7","0","0","0","0","0","86400","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","200.96","200.96","52","252","5","53","0","0","50","247","4","52","0","0","0","0","12","62","0","12","0","0","0","0","0","0","0","0","60950","85046","0","0","25450","1353","111","111","0","0","0","0","0","0"
"IDKL106000_AREE_I_C_I2C1 - INKL093206_AREE_I_C_I2C2","IDKL106000_AREE_I_C_I2C1","IDKL106000","2402:8100:4000:0:0:1:1f40:30b3","Slot 2 / Port 1","INKL093206_AREE_I_C_I2C2","INKL093206","2402:8100:4000:0:0:1:1f40:30b2","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","22470","21238","22400","21200","23020","21800","Disable","1","1","16","16","5","5","-30","-31","5","5","5","5","-29","-30","-31","-31","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","119","223","5","58","0","0","117","219","5","57","0","0","0","0","24","45","0","11","0","0","0","0","0","0","0","0","57502","79602","0","0","28897","6797","135","135","0","0","0","0","0","0"
"IDKA104099_KBAN_I_C_I2C1 - INKA204621_KBAN_I_C_I2C1","IDKA104099_KBAN_I_C_I2C1","BAN8831","2402:8100:4000:0:0:f:1f00:ba4","Slot 2 / Port 1","INKA204621_KBAN_I_C_I2C1","BN1378","2402:8100:4000:0:0:f:1f00:ba3","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","15327","14907","15117","14697","15341","14921","Disable","1","1","20","20","2","2","-29","-29","2","2","2","2","-28","-28","-34","-34","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","9","0","0","0","0","0","86399","86400","0","0","0","0","243.123","243.123","672.601","672.601","672.601","226.72","226.72","100","40","8","0","0","0","98","39","8","0","0","0","0","0","22","8","1","0","0","0","0","0","0","0","0","0","50123","778","0","0","36276","85622","125","125","0","0","0","0","0","0"
"INKA004622_KBAN_I_C_I2C3 - INKA001764_KBAN_I_C_I2C1","INKA004622_KBAN_I_C_I2C3","INKA004622","2402:8100:4000:0:0:f:1f00:2c67","Slot 2 / Port 1","INKA001764_KBAN_I_C_I2C1","INKA001764","2402:8100:4000:0:0:f:1f00:2c66","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","21294","22526","21200","22400","21800","23020","Disable","1","1","16","16","2","2","-33","-31","2","2","2","2","-31","-29","-43","-41","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","100","0","0","0","0","0","0","0","0","0","0","86399","86399","135","135","0","0","0","0","0","0"
"INKL220983_VITH_I_C_I2C1 - IDKL103665_VITH_I_C_I2C1","INKL220983_VITH_I_C_I2C1","INKL220983","2402:8100:4000:0:0:1:1f40:1b11","Slot 2 / Port 1","IDKL103665_VITH_I_C_I2C1","IDKL103665","2402:8100:4000:0:0:1:1f40:1b10","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14879","15299","14711","15131","14907","15327","Disable","1","1","18","18","16","16","-31","-32","16","16","16","16","-30","-31","-37","-38","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","44","216","5","49","0","0","43","212","5","48","0","0","0","0","9","44","0","9","100","100","0","0","0","0","0","0","58193","82204","0","0","28206","4195","135","135","0","0","0","0","0","0"
"IDKL101599_VARA_I_C_I2C1 - INKL013637_VARA_I_C_I2C1","IDKL101599_VARA_I_C_I2C1","IDKL101599","2402:8100:4000:0:0:1:1f40:711","Slot 2 / Port 2","INKL013637_VARA_I_C_I2C1","IDKL103076","2402:8100:4000:0:0:1:1f40:710","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14515","14935","14501","14921","14725","15145","Disable","1","1","20","20","16","16","-31","-32","16","16","16","16","-30","-31","-33","-34","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","8","0","0","0","0","0","86399","86400","0","0","0","0","243.123","243.123","672.601","672.601","672.601","213.6","213.6","70","281","10","92","0","0","67","276","9","91","0","0","0","0","16","65","1","20","0","0","0","0","0","0","0","0","72662","85770","0","0","13737","630","118","118","0","0","0","0","0","0"
"INKA001882_KBAN_I_C_I2C1 - INKA204638_KBAN_I_C_I2C1","INKA001882_KBAN_I_C_I2C1","INKA001882","2402:8100:4000:0:0:f:1f00:2a23","Slot 2 / Port 1","INKA204638_KBAN_I_C_I2C1","INKA204638","2402:8100:4000:0:0:f:1f00:2a22","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14907","15327","14697","15117","14921","15341","Disable","1","1","20","20","18","18","-34","-33","18","18","18","18","-33","-32","-41","-39","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","9","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","226.72","226.72","133","47","14","0","0","0","131","46","14","0","0","0","0","0","29","10","2","0","0","0","0","0","0","0","0","0","64909","2655","0","0","21490","83744","125","125","0","0","0","0","0","0"
"INKL088241_VALA_I_C_I2C2 - IDKL102089_PATB_I_C_I2C1","INKL088241_VALA_I_C_I2C2","INKL088241","2402:8100:4000:0:0:1:1f40:1011","Slot 2 / Port 1","IDKL102089_PATB_I_C_I2C1","IDKL102389","2402:8100:4000:0:0:1:1f40:1010","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14529","14949","14501","14921","14725","15145","Disable","1","1","20","20","16","16","-35","-35","16","16","16","16","-34","-34","-35","-36","mdN_A5656X_121_1502","mdN_A5656X_121_1502","Adaptive","N/A","7","0","0","0","0","0","86399","86399","0","0","0","0","489.311","489.311","672.601","672.601","672.601","402.86","402.86","72","431","18","157","0","0","68","423","16","154","0","0","0","0","8","52","1","18","0","0","0","0","0","0","0","0","66753","84083","0","0","19646","2316","223","223","0","0","0","0","0","0"
"INKA202258_KBAN_I_C_I2C2 - INKA203130_KBAN_I_C_I2C1","INKA202258_KBAN_I_C_I2C2","INKA202258","2402:8100:4000:0:0:f:1f00:26ec","Slot 2 / Port 1","INKA203130_KBAN_I_C_I2C1","INKA203130","2402:8100:4000:0:0:f:1f00:26eb","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","15327","14907","15117","14697","15341","14921","Disable","1","1","18","18","4","4","-30","-29","4","4","4","4","-30","-29","-32","-31","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","110","45","8","0","0","0","108","45","8","0","0","0","0","0","22","9","1","0","0","0","0","0","0","0","0","0","51464","1157","0","0","34935","85242","135","135","0","0","0","0","0","0"
